,Street_name,Planning_area,Time_taken
2342,BALESTIER ROAD,Novena,793
2343,BATTERY ROAD,Novena,1859
2344,BAYFRONT AVENUE,Novena,1628
2345,BEACH ROAD,Novena,1571
2346,BEDOK NORTH STREET 1,Novena,3083
2347,BEDOK ROAD,Novena,3496
2348,BENCOOLEN STREET,Novena,1797
2349,BIDADARI PARK DRIVE,Novena,1613
2350,BRAS BASAH ROAD,Novena,1799
2351,BROOKE ROAD,Novena,2616
2352,BUKIT TIMAH ROAD,Novena,3227
2353,CAVAN ROAD,Novena,1621
2354,CECIL STREET,Novena,2080
2355,CENTRAL BOULEVARD,Novena,2096
2356,CHANGI BUSINESS PARK CENTRAL 1,Novena,4074
2357,CHANGI ROAD,Novena,2117
2358,CHIN SWEE ROAD,Novena,2414
2359,CHOA CHU KANG AVENUE 4,Novena,3313
2360,CHOA CHU KANG NORTH 6,Novena,3510
2361,CLAYMORE DRIVE,Novena,1608
2362,CLEMENCEAU AVENUE,Novena,2037
2363,CLEMENTI AVENUE 3,Novena,2541
2364,COLEMAN STREET,Novena,1912
2365,COLLYER QUAY,Novena,1903
2366,COMMONWEALTH AVENUE WEST,Novena,2523
2367,COMPASSVALE BOW,Novena,2175
2368,CROSS STREET,Novena,1790
2369,CUSCADEN ROAD,Novena,1453
2370,EAST COAST ROAD,Novena,2836
2371,EASTWOOD ROAD,Novena,3458
2372,ENG HOON STREET,Novena,2219
2373,ENGGOR STREET,Novena,2615
2374,EU TONG SEN STREET,Novena,1973
2375,FOCH ROAD,Novena,1590
2376,GEYLANG ROAD,Novena,2606
2377,GOLDHILL PLAZA,Novena,1963
2378,GOPENG STREET,Novena,2099
2379,GUILLEMARD ROAD,Novena,2215
2380,HANDY ROAD,Novena,1651
2381,HAVELOCK ROAD,Novena,2509
2382,HIGH STREET,Novena,1990
2383,HOLLAND AVENUE,Novena,1727
2384,HOUGANG AVENUE 10,Novena,2901
2385,HOUGANG STREET 51,Novena,3083
2386,HOUGANG STREET 91,Novena,3317
2387,IRRAWADDY ROAD,Novena,1628
2388,JALAN ANAK BUKIT,Novena,1575
2389,JALAN BESAR,Novena,1650
2390,JALAN JURONG KECHIL,Novena,1664
2391,JALAN LEGUNDI,Novena,3086
2392,JALAN MASJID,Novena,2465
2393,JALAN SULTAN,Novena,1941
2394,JELEBU ROAD,Novena,2418
2395,JOO CHIAT ROAD,Novena,2344
2396,JOO KOON CIRCLE,Novena,4128
2397,JURONG EAST STREET 21,Novena,2925
2398,JURONG GATEWAY ROAD,Novena,2645
2399,JURONG WEST CENTRAL 2,Novena,3065
2400,JURONG WEST CENTRAL 3,Novena,3171
2401,KALLANG AVENUE,Novena,1730
2402,KELANTAN LANE,Novena,1792
2403,KEPPEL ROAD,Novena,2520
2404,KITCHENER ROAD,Novena,1772
2405,KOEK ROAD,Novena,1538
2406,LAVENDER STREET,Novena,1476
2407,LORONG 22 GEYLANG,Novena,2390
2408,LORONG 4 TOA PAYOH,Novena,832
2409,LORONG KILAT,Novena,1824
2410,LORONG LIPUT,Novena,1751
2411,MACPHERSON ROAD,Novena,1245
2412,MAJU AVENUE,Novena,2143
2413,MARINA BOULEVARD,Novena,2214
2414,MARINA VIEW,Novena,1823
2415,MARINE PARADE ROAD,Novena,2784
2416,MARITIME SQUARE,Novena,2598
2417,MARKET STREET,Novena,3245
2418,MARNE ROAD,Novena,1601
2419,MERCHANT ROAD,Novena,2143
2420,MIDDLE ROAD,Novena,1912
2421,MOHAMED SULTAN ROAD,Novena,2247
2422,MOUNTBATTEN ROAD,Novena,2596
2423,NEW BRIDGE ROAD,Novena,2041
2424,NEW UPPER CHANGI ROAD,Novena,3290
2425,NORTH BRIDGE ROAD,Novena,1857
2426,NORTH BUONA VISTA DRIVE,Novena,1738
2427,NORTHPOINT DRIVE,Novena,2677
2428,OCEAN WAY,Novena,5300
2429,ORCHARD ROAD,Novena,1353
2430,ORCHARD TURN,Novena,1654
2431,OUTRAM ROAD,Novena,1189
2432,PASIR PANJANG ROAD,Novena,2269
2433,PASIR RIS CENTRAL,Novena,4218
2434,PASIR RIS CLOSE,Novena,4041
2435,PAYA LEBAR ROAD,Novena,1856
2436,PENANG ROAD,Novena,1891
2437,PETIR ROAD,Novena,2372
2438,PUNGGOL CENTRAL,Novena,3431
2439,QUEENSWAY,Novena,1554
2440,RACE COURSE ROAD,Novena,1546
2441,RAFFLES AVENUE,Novena,2001
2442,RAFFLES BOULEVARD,Novena,1861
2443,RAFFLES LINK,Novena,1899
2444,RAFFLES PLACE,Novena,1679
2445,RAFFLES QUAY,Novena,1999
2446,RANGOON ROAD,Novena,1743
2447,RIVER VALLEY ROAD,Novena,2010
2448,RIVERVALE CRESCENT,Novena,2695
2449,ROBERTSON QUAY,Novena,2577
2450,ROBINSON ROAD,Novena,2160
2451,ROCHOR CANAL ROAD,Novena,1812
2452,ROCHOR ROAD,Novena,1668
2453,SAM LEONG ROAD,Novena,1861
2454,SCOTTS ROAD,Novena,1266
2455,SELEGIE ROAD,Novena,1861
2456,SEMBAWANG DRIVE,Novena,3071
2457,SEMBAWANG ROAD,Novena,2506
2458,SENGKANG SQUARE,Novena,2370
2459,SENGKANG WEST AVENUE,Novena,2682
2460,SERANGOON CENTRAL,Novena,2171
2461,SERANGOON ROAD,Novena,1148
2462,SHENTON WAY,Novena,2195
2463,SIMS AVENUE,Novena,2199
2464,SIMS DRIVE,Novena,2032
2465,SIN MING ROAD,Novena,1197
2466,SINARAN DRIVE,Novena,1914
2467,SOMERSET ROAD,Novena,1476
2468,SOUTH BRIDGE ROAD,Novena,2271
2469,SOUTH BUONA VISTA ROAD,Novena,2499
2470,STADIUM WALK,Novena,2139
2471,STAMFORD ROAD,Novena,1931
2472,TAI SENG STREET,Novena,1678
2473,TAI THONG CRESCENT,Novena,1238
2474,TAMPINES CENTRAL 1,Novena,2892
2475,TAMPINES CENTRAL 5,Novena,2895
2476,TAMPINES STREET 32,Novena,3204
2477,TAN QUEE LAN STREET,Novena,1611
2478,TANGLIN ROAD,Novena,1745
2479,TANJONG KATONG ROAD,Novena,2743
2480,TELOK AYER STREET,Novena,2176
2481,TELOK KURAU ROAD,Novena,2254
2482,TEMASEK BOULEVARD,Novena,1880
2483,TESSENSOHN ROAD,Novena,1694
2484,THOMSON ROAD,Novena,2193
2485,TIONG BAHRU ROAD,Novena,2092
2486,TRAS STREET,Novena,2631
2487,UNITY STREET,Novena,2251
2488,UPPER CIRCULAR ROAD,Novena,2018
2489,UPPER CROSS STREET,Novena,2102
2490,UPPER SERANGOON ROAD,Novena,2354
2491,UPPER THOMSON ROAD,Novena,1145
2492,VICTORIA STREET,Novena,1545
2493,WEST COAST DRIVE,Novena,2900
2494,WEST COAST ROAD,Novena,3090
2495,WILKIE ROAD,Novena,2362
2496,WOODLANDS AVENUE 1,Novena,2711
2497,WOODLANDS ROAD,Novena,2960
2498,WOODLANDS SQUARE,Novena,2441
2499,YIO CHU KANG ROAD,Novena,2455
2500,YISHUN AVENUE 2,Novena,2204
2501,YISHUN AVENUE 9,Novena,2873
2502,YISHUN CENTRAL 1,Novena,2538
2503,YISHUN RING ROAD,Novena,2581
2504,ALBERT STREET,Outram,1145
2505,ALEXANDRA ROAD,Outram,1094
2506,ANG MO KIO AVENUE 3,Outram,2595
2507,ANSON ROAD,Outram,1261
2508,BALESTIER ROAD,Outram,1672
2509,BATTERY ROAD,Outram,1420
2510,BAYFRONT AVENUE,Outram,732
2511,BEACH ROAD,Outram,1043
2512,BEDOK NORTH STREET 1,Outram,2367
2513,BEDOK ROAD,Outram,2610
2514,BENCOOLEN STREET,Outram,1054
2515,BIDADARI PARK DRIVE,Outram,1179
2516,BRAS BASAH ROAD,Outram,610
2517,BROOKE ROAD,Outram,2512
2518,BUKIT TIMAH ROAD,Outram,3938
2519,CAVAN ROAD,Outram,1262
2520,CECIL STREET,Outram,933
2521,CENTRAL BOULEVARD,Outram,2001
2522,CHANGI BUSINESS PARK CENTRAL 1,Outram,3107
2523,CHANGI ROAD,Outram,1927
2524,CHIN SWEE ROAD,Outram,544
2525,CHOA CHU KANG AVENUE 4,Outram,3189
2526,CHOA CHU KANG NORTH 6,Outram,2871
2527,CLAYMORE DRIVE,Outram,1638
2528,CLEMENCEAU AVENUE,Outram,547
2529,CLEMENTI AVENUE 3,Outram,1810
2530,COLEMAN STREET,Outram,1473
2531,COLLYER QUAY,Outram,1571
2532,COMMONWEALTH AVENUE WEST,Outram,1853
2533,COMPASSVALE BOW,Outram,1741
2534,CROSS STREET,Outram,928
2535,CUSCADEN ROAD,Outram,1430
2536,EAST COAST ROAD,Outram,2987
2537,EASTWOOD ROAD,Outram,2763
2538,ENG HOON STREET,Outram,1088
2539,ENGGOR STREET,Outram,1220
2540,EU TONG SEN STREET,Outram,112
2541,FOCH ROAD,Outram,1391
2542,GEYLANG ROAD,Outram,1985
2543,GOLDHILL PLAZA,Outram,1363
2544,GOPENG STREET,Outram,1099
2545,GUILLEMARD ROAD,Outram,1594
2546,HANDY ROAD,Outram,757
2547,HAVELOCK ROAD,Outram,1053
2548,HIGH STREET,Outram,1215
2549,HOLLAND AVENUE,Outram,2071
2550,HOUGANG AVENUE 10,Outram,2131
2551,HOUGANG STREET 51,Outram,2139
2552,HOUGANG STREET 91,Outram,2391
2553,IRRAWADDY ROAD,Outram,1568
2554,JALAN ANAK BUKIT,Outram,2248
2555,JALAN BESAR,Outram,1258
2556,JALAN JURONG KECHIL,Outram,2164
2557,JALAN LEGUNDI,Outram,3688
2558,JALAN MASJID,Outram,1846
2559,JALAN SULTAN,Outram,1033
2560,JELEBU ROAD,Outram,2848
2561,JOO CHIAT ROAD,Outram,2473
2562,JOO KOON CIRCLE,Outram,3444
2563,JURONG EAST STREET 21,Outram,2323
2564,JURONG GATEWAY ROAD,Outram,2043
2565,JURONG WEST CENTRAL 2,Outram,2463
2566,JURONG WEST CENTRAL 3,Outram,2569
2567,KALLANG AVENUE,Outram,1306
2568,KELANTAN LANE,Outram,1039
2569,KEPPEL ROAD,Outram,1500
2570,KITCHENER ROAD,Outram,1059
2571,KOEK ROAD,Outram,957
2572,LAVENDER STREET,Outram,1277
2573,LORONG 22 GEYLANG,Outram,1769
2574,LORONG 4 TOA PAYOH,Outram,2022
2575,LORONG KILAT,Outram,2254
2576,LORONG LIPUT,Outram,1912
2577,MACPHERSON ROAD,Outram,1538
2578,MAJU AVENUE,Outram,1977
2579,MARINA BOULEVARD,Outram,1318
2580,MARINA VIEW,Outram,1386
2581,MARINE PARADE ROAD,Outram,2527
2582,MARITIME SQUARE,Outram,946
2583,MARKET STREET,Outram,2802
2584,MARNE ROAD,Outram,1066
2585,MERCHANT ROAD,Outram,897
2586,MIDDLE ROAD,Outram,1017
2587,MOHAMED SULTAN ROAD,Outram,1302
2588,MOUNTBATTEN ROAD,Outram,1871
2589,NEW BRIDGE ROAD,Outram,370
2590,NEW UPPER CHANGI ROAD,Outram,2625
2591,NORTH BRIDGE ROAD,Outram,1050
2592,NORTH BUONA VISTA DRIVE,Outram,1513
2593,NORTHPOINT DRIVE,Outram,3157
2594,OCEAN WAY,Outram,3592
2595,ORCHARD ROAD,Outram,1433
2596,ORCHARD TURN,Outram,1152
2597,OUTRAM ROAD,Outram,497
2598,PASIR PANJANG ROAD,Outram,1732
2599,PASIR RIS CENTRAL,Outram,3373
2600,PASIR RIS CLOSE,Outram,3447
2601,PAYA LEBAR ROAD,Outram,1747
2602,PENANG ROAD,Outram,668
2603,PETIR ROAD,Outram,3132
2604,PUNGGOL CENTRAL,Outram,2825
2605,QUEENSWAY,Outram,1828
2606,RACE COURSE ROAD,Outram,1121
2607,RAFFLES AVENUE,Outram,1105
2608,RAFFLES BOULEVARD,Outram,1203
2609,RAFFLES LINK,Outram,1017
2610,RAFFLES PLACE,Outram,1394
2611,RAFFLES QUAY,Outram,1451
2612,RANGOON ROAD,Outram,939
2613,RIVER VALLEY ROAD,Outram,1192
2614,RIVERVALE CRESCENT,Outram,2261
2615,ROBERTSON QUAY,Outram,1237
2616,ROBINSON ROAD,Outram,1002
2617,ROCHOR CANAL ROAD,Outram,883
2618,ROCHOR ROAD,Outram,884
2619,SAM LEONG ROAD,Outram,1086
2620,SCOTTS ROAD,Outram,1492
2621,SELEGIE ROAD,Outram,955
2622,SEMBAWANG DRIVE,Outram,3950
2623,SEMBAWANG ROAD,Outram,3203
2624,SENGKANG SQUARE,Outram,1936
2625,SENGKANG WEST AVENUE,Outram,2248
2626,SERANGOON CENTRAL,Outram,1741
2627,SERANGOON ROAD,Outram,1541
2628,SHENTON WAY,Outram,1175
2629,SIMS AVENUE,Outram,1506
2630,SIMS DRIVE,Outram,1830
2631,SIN MING ROAD,Outram,2747
2632,SINARAN DRIVE,Outram,1555
2633,SOMERSET ROAD,Outram,1032
2634,SOUTH BRIDGE ROAD,Outram,656
2635,SOUTH BUONA VISTA ROAD,Outram,1804
2636,STADIUM WALK,Outram,1521
2637,STAMFORD ROAD,Outram,509
2638,TAI SENG STREET,Outram,2007
2639,TAI THONG CRESCENT,Outram,1235
2640,TAMPINES CENTRAL 1,Outram,2475
2641,TAMPINES CENTRAL 5,Outram,2524
2642,TAMPINES STREET 32,Outram,2787
2643,TAN QUEE LAN STREET,Outram,996
2644,TANGLIN ROAD,Outram,1209
2645,TANJONG KATONG ROAD,Outram,2143
2646,TELOK AYER STREET,Outram,834
2647,TELOK KURAU ROAD,Outram,2382
2648,TEMASEK BOULEVARD,Outram,1080
2649,TESSENSOHN ROAD,Outram,972
2650,THOMSON ROAD,Outram,1481
2651,TIONG BAHRU ROAD,Outram,408
2652,TRAS STREET,Outram,1121
2653,UNITY STREET,Outram,1175
2654,UPPER BUKIT TIMAH ROAD,Outram,2734
2655,UPPER CIRCULAR ROAD,Outram,938
2656,UPPER CROSS STREET,Outram,357
2657,UPPER SERANGOON ROAD,Outram,1666
2658,UPPER THOMSON ROAD,Outram,2099
2659,VICTORIA STREET,Outram,708
2660,WEST COAST DRIVE,Outram,2521
2661,WEST COAST ROAD,Outram,2334
2662,WILKIE ROAD,Outram,1407
2663,WOODLANDS AVENUE 1,Outram,3619
2664,WOODLANDS ROAD,Outram,3360
2665,WOODLANDS SQUARE,Outram,3103
2666,YIO CHU KANG ROAD,Outram,1781
2667,YISHUN AVENUE 2,Outram,2684
2668,YISHUN AVENUE 9,Outram,3278
2669,YISHUN CENTRAL 1,Outram,3018
2670,YISHUN RING ROAD,Outram,3428
2671,ALBERT STREET,Paya Lebar,2812
2672,ALEXANDRA ROAD,Paya Lebar,3410
2673,ANG MO KIO AVENUE 3,Paya Lebar,1631
2674,ANSON ROAD,Paya Lebar,3125
2675,BALESTIER ROAD,Paya Lebar,2889
2676,BATTERY ROAD,Paya Lebar,2818
2677,BAYFRONT AVENUE,Paya Lebar,2876
2678,BEACH ROAD,Paya Lebar,2819
2679,BEDOK NORTH STREET 1,Paya Lebar,2958
2680,BEDOK ROAD,Paya Lebar,2888
2681,BENCOOLEN STREET,Paya Lebar,2866
2682,BIDADARI PARK DRIVE,Paya Lebar,1677
2683,BRAS BASAH ROAD,Paya Lebar,2469
2684,BROOKE ROAD,Paya Lebar,3120
2685,BUKIT TIMAH ROAD,Paya Lebar,5356
2686,CAVAN ROAD,Paya Lebar,2644
2687,CECIL STREET,Paya Lebar,3126
2688,CENTRAL BOULEVARD,Paya Lebar,3093
2689,CHANGI BUSINESS PARK CENTRAL 1,Paya Lebar,3217
2690,CHANGI ROAD,Paya Lebar,2261
2691,CHIN SWEE ROAD,Paya Lebar,2697
2692,CHOA CHU KANG AVENUE 4,Paya Lebar,5050
2693,CHOA CHU KANG NORTH 6,Paya Lebar,4445
2694,CLAYMORE DRIVE,Paya Lebar,3476
2695,CLEMENCEAU AVENUE,Paya Lebar,2466
2696,CLEMENTI AVENUE 3,Paya Lebar,4210
2697,COLEMAN STREET,Paya Lebar,2615
2698,COLLYER QUAY,Paya Lebar,2862
2699,COMMONWEALTH AVENUE WEST,Paya Lebar,4079
2700,COMPASSVALE BOW,Paya Lebar,1479
2701,CROSS STREET,Paya Lebar,2978
2702,CUSCADEN ROAD,Paya Lebar,3268
2703,EAST COAST ROAD,Paya Lebar,3374
2704,EASTWOOD ROAD,Paya Lebar,3386
2705,ENG HOON STREET,Paya Lebar,2968
2706,ENGGOR STREET,Paya Lebar,3169
2707,EU TONG SEN STREET,Paya Lebar,2381
2708,FOCH ROAD,Paya Lebar,2598
2709,GEYLANG ROAD,Paya Lebar,2584
2710,GOLDHILL PLAZA,Paya Lebar,2904
2711,GOPENG STREET,Paya Lebar,3338
2712,GUILLEMARD ROAD,Paya Lebar,2917
2713,HANDY ROAD,Paya Lebar,2409
2714,HAVELOCK ROAD,Paya Lebar,3745
2715,HIGH STREET,Paya Lebar,2673
2716,HOLLAND AVENUE,Paya Lebar,3151
2717,HOUGANG AVENUE 10,Paya Lebar,1333
2718,HOUGANG STREET 51,Paya Lebar,1481
2719,HOUGANG STREET 91,Paya Lebar,1519
2720,IRRAWADDY ROAD,Paya Lebar,2967
2721,JALAN ANAK BUKIT,Paya Lebar,3666
2722,JALAN BESAR,Paya Lebar,2542
2723,JALAN JURONG KECHIL,Paya Lebar,3582
2724,JALAN LEGUNDI,Paya Lebar,3948
2725,JALAN MASJID,Paya Lebar,2489
2726,JALAN SULTAN,Paya Lebar,2949
2727,JELEBU ROAD,Paya Lebar,4266
2728,JOO CHIAT ROAD,Paya Lebar,2368
2729,JOO KOON CIRCLE,Paya Lebar,5926
2730,JURONG EAST STREET 21,Paya Lebar,4723
2731,JURONG GATEWAY ROAD,Paya Lebar,4443
2732,JURONG WEST CENTRAL 2,Paya Lebar,4863
2733,JURONG WEST CENTRAL 3,Paya Lebar,4969
2734,KALLANG AVENUE,Paya Lebar,2818
2735,KELANTAN LANE,Paya Lebar,2713
2736,KEPPEL ROAD,Paya Lebar,3631
2737,KITCHENER ROAD,Paya Lebar,2311
2738,KOEK ROAD,Paya Lebar,2609
2739,LAVENDER STREET,Paya Lebar,2484
2740,LORONG 22 GEYLANG,Paya Lebar,2887
2741,LORONG 4 TOA PAYOH,Paya Lebar,2684
2742,LORONG KILAT,Paya Lebar,3672
2743,LORONG LIPUT,Paya Lebar,3175
2744,MACPHERSON ROAD,Paya Lebar,2080
2745,MAJU AVENUE,Paya Lebar,1986
2746,MARINA BOULEVARD,Paya Lebar,3525
2747,MARINA VIEW,Paya Lebar,3066
2748,MARINE PARADE ROAD,Paya Lebar,2827
2749,MARITIME SQUARE,Paya Lebar,3032
2750,MARKET STREET,Paya Lebar,2947
2751,MARNE ROAD,Paya Lebar,2318
2752,MERCHANT ROAD,Paya Lebar,2577
2753,MIDDLE ROAD,Paya Lebar,2759
2754,MOHAMED SULTAN ROAD,Paya Lebar,3180
2755,MOUNTBATTEN ROAD,Paya Lebar,2982
2756,NEW BRIDGE ROAD,Paya Lebar,2465
2757,NEW UPPER CHANGI ROAD,Paya Lebar,3249
2758,NORTH BRIDGE ROAD,Paya Lebar,2972
2759,NORTH BUONA VISTA DRIVE,Paya Lebar,3162
2760,NORTHPOINT DRIVE,Paya Lebar,3449
2761,OCEAN WAY,Paya Lebar,5755
2762,ORCHARD ROAD,Paya Lebar,3650
2763,ORCHARD TURN,Paya Lebar,3056
2764,OUTRAM ROAD,Paya Lebar,2697
2765,PASIR PANJANG ROAD,Paya Lebar,4001
2766,PASIR RIS CENTRAL,Paya Lebar,2631
2767,PASIR RIS CLOSE,Paya Lebar,2889
2768,PAYA LEBAR ROAD,Paya Lebar,1973
2769,PENANG ROAD,Paya Lebar,2320
2770,PETIR ROAD,Paya Lebar,4940
2771,PUNGGOL CENTRAL,Paya Lebar,2083
2772,QUEENSWAY,Paya Lebar,4187
2773,RACE COURSE ROAD,Paya Lebar,2373
2774,RAFFLES AVENUE,Paya Lebar,3312
2775,RAFFLES BOULEVARD,Paya Lebar,3198
2776,RAFFLES LINK,Paya Lebar,2675
2777,RAFFLES PLACE,Paya Lebar,2638
2778,RAFFLES QUAY,Paya Lebar,2958
2779,RANGOON ROAD,Paya Lebar,2191
2780,RIVER VALLEY ROAD,Paya Lebar,3415
2781,RIVERVALE CRESCENT,Paya Lebar,1993
2782,ROBERTSON QUAY,Paya Lebar,3391
2783,ROBINSON ROAD,Paya Lebar,3152
2784,ROCHOR CANAL ROAD,Paya Lebar,3175
2785,ROCHOR ROAD,Paya Lebar,3103
2786,SAM LEONG ROAD,Paya Lebar,2338
2787,SCOTTS ROAD,Paya Lebar,3027
2788,SELEGIE ROAD,Paya Lebar,2697
2789,SEMBAWANG DRIVE,Paya Lebar,4016
2790,SEMBAWANG ROAD,Paya Lebar,3601
2791,SENGKANG SQUARE,Paya Lebar,1674
2792,SENGKANG WEST AVENUE,Paya Lebar,1986
2793,SERANGOON CENTRAL,Paya Lebar,1608
2794,SERANGOON ROAD,Paya Lebar,2132
2795,SHENTON WAY,Paya Lebar,3179
2796,SIMS AVENUE,Paya Lebar,2759
2797,SIMS DRIVE,Paya Lebar,2854
2798,SIN MING ROAD,Paya Lebar,2952
2799,SINARAN DRIVE,Paya Lebar,2954
2800,SOMERSET ROAD,Paya Lebar,2854
2801,SOUTH BRIDGE ROAD,Paya Lebar,2706
2802,SOUTH BUONA VISTA ROAD,Paya Lebar,4204
2803,STADIUM WALK,Paya Lebar,2769
2804,STAMFORD ROAD,Paya Lebar,2674
2805,TAI SENG STREET,Paya Lebar,1840
2806,TAI THONG CRESCENT,Paya Lebar,1934
2807,TAMPINES CENTRAL 1,Paya Lebar,2190
2808,TAMPINES CENTRAL 5,Paya Lebar,2075
2809,TAMPINES STREET 32,Paya Lebar,2622
2810,TAN QUEE LAN STREET,Paya Lebar,2957
2811,TANGLIN ROAD,Paya Lebar,3677
2812,TANJONG KATONG ROAD,Paya Lebar,2675
2813,TELOK AYER STREET,Paya Lebar,3033
2814,TELOK KURAU ROAD,Paya Lebar,2475
2815,TEMASEK BOULEVARD,Paya Lebar,2785
2816,TESSENSOHN ROAD,Paya Lebar,2224
2817,THOMSON ROAD,Paya Lebar,3022
2818,TIONG BAHRU ROAD,Paya Lebar,2841
2819,TRAS STREET,Paya Lebar,3266
2820,UNITY STREET,Paya Lebar,3035
2821,UPPER BUKIT TIMAH ROAD,Paya Lebar,4261
2822,UPPER CIRCULAR ROAD,Paya Lebar,2468
2823,UPPER CROSS STREET,Paya Lebar,2510
2824,UPPER SERANGOON ROAD,Paya Lebar,914
2825,UPPER THOMSON ROAD,Paya Lebar,3028
2826,VICTORIA STREET,Paya Lebar,2531
2827,WEST COAST DRIVE,Paya Lebar,4667
2828,WEST COAST ROAD,Paya Lebar,5131
2829,WILKIE ROAD,Paya Lebar,3149
2830,WOODLANDS AVENUE 1,Paya Lebar,4548
2831,WOODLANDS ROAD,Paya Lebar,5597
2832,WOODLANDS SQUARE,Paya Lebar,3803
2833,YIO CHU KANG ROAD,Paya Lebar,1697
2834,YISHUN AVENUE 2,Paya Lebar,2976
2835,YISHUN AVENUE 9,Paya Lebar,3556
2836,YISHUN CENTRAL 1,Paya Lebar,3310
2837,YISHUN RING ROAD,Paya Lebar,3934
2838,ALBERT STREET,River Valley,1346
2839,ALEXANDRA ROAD,River Valley,1348
2840,ANG MO KIO AVENUE 3,River Valley,2318
2841,ANSON ROAD,River Valley,1195
2842,BALESTIER ROAD,River Valley,1541
2843,BATTERY ROAD,River Valley,1208
2844,BAYFRONT AVENUE,River Valley,1373
2845,BEACH ROAD,River Valley,1652
2846,BEDOK NORTH STREET 1,River Valley,2719
2847,BEDOK ROAD,River Valley,3146
2848,BENCOOLEN STREET,River Valley,1260
2849,BIDADARI PARK DRIVE,River Valley,1915
2850,BRAS BASAH ROAD,River Valley,1179
2851,BROOKE ROAD,River Valley,2779
2852,BUKIT TIMAH ROAD,River Valley,3976
2853,CAVAN ROAD,River Valley,1705
2854,CECIL STREET,River Valley,1285
2855,CENTRAL BOULEVARD,River Valley,1061
2856,CHANGI BUSINESS PARK CENTRAL 1,River Valley,3564
2857,CHANGI ROAD,River Valley,2279
2858,CHIN SWEE ROAD,River Valley,1853
2859,CHOA CHU KANG AVENUE 4,River Valley,3492
2860,CHOA CHU KANG NORTH 6,River Valley,3174
2861,CLAYMORE DRIVE,River Valley,1479
2862,CLEMENCEAU AVENUE,River Valley,1370
2863,CLEMENTI AVENUE 3,River Valley,2113
2864,COLEMAN STREET,River Valley,1240
2865,COLLYER QUAY,River Valley,1252
2866,COMMONWEALTH AVENUE WEST,River Valley,1982
2867,COMPASSVALE BOW,River Valley,2477
2868,CROSS STREET,River Valley,1132
2869,CUSCADEN ROAD,River Valley,1664
2870,EAST COAST ROAD,River Valley,3456
2871,EASTWOOD ROAD,River Valley,3101
2872,ENG HOON STREET,River Valley,1770
2873,ENGGOR STREET,River Valley,1331
2874,EU TONG SEN STREET,River Valley,1147
2875,FOCH ROAD,River Valley,1814
2876,GEYLANG ROAD,River Valley,2392
2877,GOLDHILL PLAZA,River Valley,1440
2878,GOPENG STREET,River Valley,1184
2879,GUILLEMARD ROAD,River Valley,2225
2880,HANDY ROAD,River Valley,1683
2881,HAVELOCK ROAD,River Valley,1707
2882,HIGH STREET,River Valley,1139
2883,HOLLAND AVENUE,River Valley,1859
2884,HOUGANG AVENUE 10,River Valley,2927
2885,HOUGANG STREET 51,River Valley,3109
2886,HOUGANG STREET 91,River Valley,3157
2887,IRRAWADDY ROAD,River Valley,1353
2888,JALAN ANAK BUKIT,River Valley,2286
2889,JALAN BESAR,River Valley,1829
2890,JALAN JURONG KECHIL,River Valley,2202
2891,JALAN LEGUNDI,River Valley,3707
2892,JALAN MASJID,River Valley,2198
2893,JALAN SULTAN,River Valley,1750
2894,JELEBU ROAD,River Valley,2886
2895,JOO CHIAT ROAD,River Valley,2642
2896,JOO KOON CIRCLE,River Valley,3829
2897,JURONG EAST STREET 21,River Valley,2626
2898,JURONG GATEWAY ROAD,River Valley,2346
2899,JURONG WEST CENTRAL 2,River Valley,2766
2900,JURONG WEST CENTRAL 3,River Valley,2872
2901,KALLANG AVENUE,River Valley,1699
2902,KELANTAN LANE,River Valley,1480
2903,KEPPEL ROAD,River Valley,1461
2904,KITCHENER ROAD,River Valley,1739
2905,KOEK ROAD,River Valley,1079
2906,LAVENDER STREET,River Valley,1651
2907,LORONG 22 GEYLANG,River Valley,2261
2908,LORONG 4 TOA PAYOH,River Valley,1853
2909,LORONG KILAT,River Valley,2292
2910,LORONG LIPUT,River Valley,1824
2911,MACPHERSON ROAD,River Valley,2161
2912,MAJU AVENUE,River Valley,2881
2913,MARINA BOULEVARD,River Valley,1928
2914,MARINA VIEW,River Valley,987
2915,MARINE PARADE ROAD,River Valley,2994
2916,MARITIME SQUARE,River Valley,1674
2917,MARKET STREET,River Valley,2861
2918,MARNE ROAD,River Valley,1479
2919,MERCHANT ROAD,River Valley,1879
2920,MIDDLE ROAD,River Valley,1218
2921,MOHAMED SULTAN ROAD,River Valley,1218
2922,MOUNTBATTEN ROAD,River Valley,2142
2923,NEW BRIDGE ROAD,River Valley,1072
2924,NEW UPPER CHANGI ROAD,River Valley,2934
2925,NORTH BRIDGE ROAD,River Valley,1474
2926,NORTH BUONA VISTA DRIVE,River Valley,1816
2927,NORTHPOINT DRIVE,River Valley,2941
2928,OCEAN WAY,River Valley,4341
2929,ORCHARD ROAD,River Valley,758
2930,ORCHARD TURN,River Valley,633
2931,OUTRAM ROAD,River Valley,610
2932,PASIR PANJANG ROAD,River Valley,2650
2933,PASIR RIS CENTRAL,River Valley,3670
2934,PASIR RIS CLOSE,River Valley,3611
2935,PAYA LEBAR ROAD,River Valley,2011
2936,PENANG ROAD,River Valley,1299
2937,PETIR ROAD,River Valley,3145
2938,PUNGGOL CENTRAL,River Valley,3457
